iter	F1	Logloss
884	0.8400898239	0.3677511687
885	0.8401891253	0.3677227945
886	0.8401891253	0.3677050013
887	0.8401891253	0.3676722225
888	0.8400898239	0.367650052
889	0.8402884502	0.3676145108
890	0.8403877985	0.3675256756
891	0.8403877985	0.3674848299
892	0.8403877985	0.3674678727
893	0.8404871704	0.3674248949
894	0.8403877985	0.3674154192
895	0.8406242611	0.3673811485
896	0.8406242611	0.3673036624
897	0.8405248847	0.3672786734
898	0.8405248847	0.3672364252
899	0.8405248847	0.3671947849
900	0.8405248847	0.3671683453
901	0.8403877985	0.3671305083
902	0.8403877985	0.3670584675
903	0.8403500473	0.3670133112
904	0.8403500473	0.3669676215
905	0.8403500473	0.3669299921
906	0.8402128918	0.3668778727
907	0.8402128918	0.3668625028
908	0.8402128918	0.3668456213
909	0.8403122782	0.366823045
910	0.8404494382	0.3667957571
911	0.8404494382	0.3667807981
912	0.8404494382	0.3667745754
913	0.8404494382	0.3667472321
914	0.8404494382	0.3667353577
915	0.8402744912	0.3666946059
916	0.8404116882	0.366684873
917	0.8404116882	0.3666432361
918	0.8404116882	0.3666312357
919	0.8404116882	0.3665636196
920	0.8405488526	0.3664955592
921	0.8405488526	0.3664764995
922	0.8407236609	0.3664440376
923	0.8405865658	0.3663697774
924	0.8407236609	0.3663288012
925	0.8405865658	0.3663144912
926	0.8405865658	0.3662974376
927	0.8405865658	0.3662681529
928	0.8405865658	0.3662178181
929	0.8404494382	0.3661908215
930	0.8405488526	0.3661657084
931	0.8404116882	0.3661354139
932	0.8402128918	0.3661174001
933	0.8403122782	0.3660870067
934	0.8404116882	0.3660649851
935	0.8404116882	0.3660157116
936	0.8405488526	0.3659993815
937	0.8405488526	0.3659803108
938	0.8405488526	0.3659642772
939	0.8404494382	0.3659025612
940	0.8404494382	0.365893837
941	0.8404494382	0.3658659874
942	0.8406859846	0.3658558576
943	0.8405488526	0.3658261664
944	0.8405488526	0.3658042286
945	0.8405488526	0.3657436237
946	0.8406482905	0.3657038838
947	0.8406482905	0.3656888402
948	0.840747752	0.3656456729
949	0.8406859846	0.3656049783
950	0.8406859846	0.3655778942
951	0.8406859846	0.365494915
952	0.840785427	0.3654499527
953	0.840785427	0.365415868
954	0.840785427	0.3653718051
955	0.840785427	0.3653535086
956	0.840922531	0.3653361125
957	0.8408230842	0.3652755041
958	0.8408230842	0.3652345162
959	0.8410220014	0.3651749969
960	0.8410220014	0.365146324
961	0.8410220014	0.3650948838
962	0.8410220014	0.3650729895
963	0.8410220014	0.3650458688
964	0.8411214953	0.3649910383
965	0.8410220014	0.3649473521
966	0.8411214953	0.3648776541
967	0.8413205538	0.3648357785
968	0.8412210128	0.3647718088
969	0.8412210128	0.3647526566
970	0.8410838954	0.3647180953
971	0.841183432	0.3646712005
972	0.841183432	0.3646333732
973	0.8412829921	0.3646012426
974	0.8410838954	0.3645841702
975	0.8410838954	0.3645673763
976	0.8413825758	0.3645113542
977	0.8413825758	0.3644976543
978	0.8413825758	0.3644820182
979	0.8413825758	0.3644747194
980	0.8410462777	0.3644295514
981	0.8411458333	0.3644060081
982	0.8410462777	0.3643766884
983	0.8410462777	0.3643698028
984	0.8410462777	0.364352991
985	0.8410462777	0.3643377557
986	0.8409090909	0.3643205242
987	0.8409090909	0.3643066508
988	0.8410462777	0.3642733661
989	0.8409090909	0.3642085112
990	0.8409090909	0.364191336
991	0.8409090909	0.3641872306
992	0.8409090909	0.3641806149
993	0.8410462777	0.3641642072
994	0.8411458333	0.3641099697
995	0.8412829921	0.3640967875
996	0.8412829921	0.3640781896
997	0.8412829921	0.3640622508
998	0.8414201183	0.3640453147
999	0.8414201183	0.3640306479
1000	0.8410838954	0.3639836
1001	0.841183432	0.3639520026
1002	0.8414201183	0.3639236316
1003	0.8413825758	0.3638765228
1004	0.8413825758	0.3638347022
1005	0.8414446418	0.3637944971
1006	0.8413450154	0.3637774275
1007	0.8412078153	0.363744678
1008	0.8414070828	0.3636986729
1009	0.8414070828	0.3636422503
1010	0.8414070828	0.3636261893
1011	0.8414070828	0.3635958293
1012	0.8414070828	0.3635478482
1013	0.8414070828	0.3635088132
1014	0.841369506	0.3634502446
1015	0.841369506	0.3634372781
1016	0.841506752	0.3634066678
1017	0.841506752	0.3633494298
1018	0.8416439654	0.3632899219
1019	0.8416439654	0.3632758935
1020	0.8416439654	0.3632395393
1021	0.8416439654	0.3632209545
1022	0.8416439654	0.3632060568
1023	0.8416439654	0.3631664019
1024	0.8416439654	0.3631591164
1025	0.8416439654	0.3631444171
1026	0.8416439654	0.3631290485
1027	0.8416439654	0.3631015373
1028	0.841506752	0.3630533973
1029	0.841506752	0.3630113086
1030	0.8416064447	0.3629734957
1031	0.8417061611	0.3629658862
1032	0.8417061611	0.3629509621
1033	0.8416064447	0.3629015394
1034	0.8418059012	0.3628512538
1035	0.8418059012	0.3628361482
1036	0.841943128	0.3627798281
1037	0.841943128	0.362762227
1038	0.841943128	0.3627377976
1039	0.841943128	0.3627255686
1040	0.841943128	0.3626944722
1041	0.8420428961	0.3626791201
1042	0.842317261	0.3626539424
1043	0.842317261	0.3626187781
1044	0.8424170616	0.362567716
1045	0.8424170616	0.3625342333
1046	0.8428165007	0.3625056549
1047	0.8428165007	0.3624897557
1048	0.8428165007	0.3624739665
1049	0.8428165007	0.3624584965
1050	0.8428165007	0.3624411677
1051	0.8426793124	0.3623936274
1052	0.8426793124	0.36236528
1053	0.8426793124	0.3623424287
1054	0.8426793124	0.3623204895
1055	0.8426793124	0.3623145074
1056	0.8426793124	0.3622989208
1057	0.8428165007	0.362263046
1058	0.8424795543	0.3621991765
1059	0.8424795543	0.3621581242
1060	0.8426167338	0.3621092244
1061	0.8428165007	0.3620747541
1062	0.8428165007	0.3620576663
1063	0.8429536565	0.3620312278
1064	0.8426540284	0.3619960753
1065	0.8426540284	0.3619837413
1066	0.8426540284	0.3619783851
1067	0.8426540284	0.3619630266
1068	0.8426540284	0.3619480452
1069	0.8429908757	0.3618873611
1070	0.8428537568	0.3618491557
1071	0.8426540284	0.3618240484
1072	0.8429536565	0.3617986073
1073	0.8429536565	0.3617819733
1074	0.8429536565	0.3617600056
1075	0.8429536565	0.3617458802
1076	0.8429536565	0.3617326308
1077	0.8429536565	0.3617162124
1078	0.8430907798	0.3617014577
1079	0.8430907798	0.3616513202
1080	0.8430907798	0.3616374408
1081	0.8432906591	0.361580525
1082	0.8432906591	0.3615659657
1083	0.8432906591	0.3615497508
1084	0.8432906591	0.3615355623
1085	0.8432906591	0.361531444
1086	0.843153527	0.3614820756
1087	0.8432906591	0.3614390582
1088	0.8432906591	0.361379062
1089	0.8434277587	0.3613562474
1090	0.8432906591	0.3613401698
1091	0.8432906591	0.3612953035
1092	0.843153527	0.3612458473
1093	0.843153527	0.3611901347
1094	0.843153527	0.3611741428
1095	0.843153527	0.3611467596
1096	0.843153527	0.3610996312
1097	0.8430535799	0.3610395313
1098	0.8431907076	0.3610348511
1099	0.8434906332	0.3609951353
1100	0.8434906332	0.3609804801
1101	0.8435277383	0.3609370794
1102	0.8434277587	0.3609222969
1103	0.8435277383	0.3608803727
1104	0.8435648258	0.3608535425
1105	0.8435648258	0.3608405201
1106	0.8435648258	0.3608247549
1107	0.8435648258	0.3608113045
1108	0.8435648258	0.3607980797
1109	0.8434906332	0.3607699758
1110	0.8434906332	0.3607544077
1111	0.8434906332	0.3607408392
1112	0.8434535104	0.36069514
1113	0.8434535104	0.3606688292
1114	0.8434535104	0.3606550847
1115	0.8434535104	0.360641448
1116	0.8435535524	0.360597003
1117	0.8434535104	0.3605465751
1118	0.8434535104	0.360532665
1119	0.8435535524	0.3605173055
1120	0.8435535524	0.3605000344
1121	0.8435535524	0.3604848636
1122	0.8435535524	0.3604698787
1123	0.8435535524	0.3604415413
1124	0.8435535524	0.3604292989
1125	0.8435535524	0.3603949666
1126	0.8435535524	0.3603782636
1127	0.8435535524	0.3603634613
1128	0.8434535104	0.3602986123
1129	0.8434535104	0.3602839901
1130	0.8434535104	0.3602602089
1131	0.8434535104	0.3602457625
1132	0.8433534922	0.3602262671
1133	0.8433534922	0.3602126761
1134	0.8433534922	0.3601643227
1135	0.8434535104	0.3601434883
1136	0.8435906558	0.3600967762
1137	0.8435906558	0.3600836667
1138	0.8437277686	0.3600563979
1139	0.8436907021	0.3600397838
1140	0.8436907021	0.3600129235
1141	0.8438278193	0.3599943412
1142	0.8438278193	0.3599801003
1143	0.8438278193	0.3599660324
1144	0.8438278193	0.3599526658
1145	0.8438278193	0.359928515
1146	0.8438278193	0.3599070889
1147	0.8439278937	0.3598834755
1148	0.8439278937	0.359860793
1149	0.8439278937	0.3598464448
1150	0.8440649828	0.359825507
1151	0.8439278937	0.3597901867
1152	0.8439278937	0.3597666415
1153	0.8439278937	0.3597529034
1154	0.8439278937	0.3597181862
1155	0.8439278937	0.3597054351
1156	0.8439278937	0.3596918651
1157	0.8439278937	0.3596683886
1158	0.8441650854	0.3596189363
1159	0.8441650854	0.3595991379
1160	0.8443653618	0.359553762
1161	0.8443653618	0.3595306821
1162	0.8442652117	0.3594833926
1163	0.8441650854	0.3594606551
1164	0.8441650854	0.3594217891
1165	0.8441650854	0.3594083941
1166	0.8441650854	0.3593622545
1167	0.8441650854	0.3593496862
1168	0.8441650854	0.3593252894
1169	0.8441650854	0.3593198929
1170	0.8441650854	0.3593032167
1171	0.8441650854	0.3592581139
1172	0.8441650854	0.3592159442
1173	0.8441650854	0.3592027543
1174	0.8441650854	0.3591669589
1175	0.8441650854	0.3591133435
1176	0.8441650854	0.3591009301
1177	0.8441650854	0.3590805173
1178	0.8441650854	0.3590574131
1179	0.8441650854	0.3590372811
1180	0.8441650854	0.3589997903
1181	0.8441650854	0.3589867521
1182	0.8441650854	0.3589506136
1183	0.8441650854	0.3589312161
1184	0.8443021463	0.358912129
1185	0.8443021463	0.3588666651
1186	0.8443021463	0.3588430987
1187	0.8443021463	0.3588312266
1188	0.8443021463	0.3587909156
1189	0.8443021463	0.3587876796
1190	0.8443021463	0.3587682511
1191	0.8443021463	0.3587450416
1192	0.8443021463	0.358722162
1193	0.8443021463	0.3586835488
1194	0.8443021463	0.3586803387
1195	0.8443021463	0.358639347
1196	0.8445393099	0.358602186
1197	0.8445393099	0.3585815192
1198	0.8445393099	0.3585686557
1199	0.8444391748	0.358552955
1200	0.8444391748	0.3585403238
1201	0.8445393099	0.3585212512
1202	0.8445393099	0.3585087064
1203	0.8444391748	0.3584696747
1204	0.8444391748	0.3584572265
1205	0.8444391748	0.3584445159
1206	0.8444391748	0.3584319578
1207	0.8446763102	0.3583873934
1208	0.8446763102	0.3583730368
1209	0.8446763102	0.3583505778
1210	0.8446763102	0.358338818
1211	0.8446763102	0.3583234503
1212	0.8445761707	0.358301275
1213	0.8445761707	0.3582888853
1214	0.8445761707	0.3582737637
1215	0.8445761707	0.3582588587
1216	0.8444391748	0.3582210449
1217	0.8445761707	0.3581825305
1218	0.8445761707	0.3581702849
1219	0.8445761707	0.3581482387
1220	0.8445761707	0.358129512
1221	0.8445761707	0.3580807722
1222	0.8445761707	0.3580454063
1223	0.8445761707	0.3580408449
1224	0.8446763102	0.3580230353
1225	0.8445393099	0.3580142163
1226	0.8445393099	0.3580021238
1227	0.8445393099	0.3579509155
1228	0.8445393099	0.3579389701
1229	0.8445393099	0.3579268693
1230	0.8445393099	0.357915066
1231	0.8445393099	0.3579105366
1232	0.8446763102	0.3578888315
1233	0.8446763102	0.3578771675
1234	0.844813278	0.3578596457
1235	0.8450136369	0.3578117018
1236	0.8450136369	0.3577903051
1237	0.8450136369	0.35776921
1238	0.8450136369	0.3577547631
1239	0.8450136369	0.3577433573
1240	0.8450136369	0.3577086605
1241	0.845150581	0.3576804304
1242	0.845150581	0.3576691186
1243	0.8450503853	0.3576255403
1244	0.8450503853	0.3576076137
1245	0.8450503853	0.3575961057
1246	0.8450503853	0.3575847339
1247	0.8450503853	0.3575729188
1248	0.8450503853	0.3575552596
1249	0.8450503853	0.3575380419
1250	0.8450503853	0.3574940039
1251	0.8447764734	0.3574566202
1252	0.8447764734	0.3574129905
1253	0.8447764734	0.357385161
1254	0.8447764734	0.3573682036
1255	0.8447764734	0.3573341273
1256	0.8447764734	0.357300653
1257	0.8448766603	0.3572659977
1258	0.845113852	0.3572291123
1259	0.845113852	0.3571861005
1260	0.845113852	0.3571378965
1261	0.845113852	0.3571334776
1262	0.845113852	0.3571215722
1263	0.845113852	0.3571048719
1264	0.8452508004	0.3570685871
1265	0.8452508004	0.3570319826
1266	0.845150581	0.3569987175
1267	0.8450136369	0.3569822819
1268	0.8450136369	0.3569711713
1269	0.8450136369	0.3569614788
1270	0.8452140909	0.3569289199
1271	0.8452508004	0.3568920272
1272	0.8453510436	0.3568876523
1273	0.8452140909	0.3568379564
1274	0.8452140909	0.3568263078
1275	0.8452508004	0.356776742
1276	0.8452508004	0.3567652126
1277	0.8453510436	0.3567490616
1278	0.8453510436	0.3567375026
1279	0.8453510436	0.356733168
1280	0.8453510436	0.3566976181
1281	0.845113852	0.35668371
1282	0.8452140909	0.3566441294
1283	0.8452140909	0.3566034885
1284	0.8452140909	0.3565991869
1285	0.8453510436	0.3565630362
1286	0.8452140909	0.3565495231
1287	0.8452140909	0.3565009052
1288	0.8452140909	0.3564592439
1289	0.8452140909	0.3564483786
1290	0.8452140909	0.3564441181
1291	0.8452140909	0.3564346727
1292	0.8453143535	0.3564145329
1293	0.8453143535	0.3564031511
1294	0.8453143535	0.3563918337
1295	0.8455516014	0.3563538737
1296	0.845651916	0.3563432296
1297	0.845651916	0.3563093715
1298	0.845651916	0.3562819142
1299	0.845651916	0.3562401584
1300	0.845651916	0.3562043471
1301	0.8455516014	0.3561804309
1302	0.8457888493	0.3561606247
1303	0.845651916	0.3561447202
1304	0.845651916	0.3561290668
1305	0.8457888493	0.3560945003
1306	0.8458891921	0.3560421364
1307	0.8458891921	0.3559951244
1308	0.8458891921	0.3559603599
1309	0.846089949	0.3559284672
1310	0.846089949	0.355924261
1311	0.846089949	0.3559200786
1312	0.846089949	0.3558834134
1313	0.846089949	0.3558729226
1314	0.846089949	0.3558625546
1315	0.846089949	0.3558295897
1316	0.846089949	0.3558254317
1317	0.846089949	0.3558100318
1318	0.846089949	0.3557905193
1319	0.846089949	0.3557635101
1320	0.8459530026	0.3557154997
1321	0.8459895586	0.3556735742
1322	0.8459530026	0.3556223832
1323	0.8461903632	0.3555886879
1324	0.8461903632	0.3555510297
1325	0.846089949	0.3555359219
1326	0.8462908012	0.3555071823
1327	0.8462908012	0.3554969473
1328	0.8462908012	0.3554778188
1329	0.8462908012	0.3554665684
1330	0.8462908012	0.3554624785
1331	0.8462908012	0.3554376896
1332	0.8461903632	0.355357054
1333	0.8461903632	0.3553423014
1334	0.8461903632	0.3553277802
1335	0.8461903632	0.3553166556
1336	0.8461538462	0.3552810586
1337	0.8461538462	0.3552544271
1338	0.8461538462	0.3552493204
1339	0.8461538462	0.3552452629
1340	0.8461538462	0.3552209134
1341	0.8462908012	0.3551932116
1342	0.8461538462	0.3551821225
1343	0.8462908012	0.3551711675
1344	0.8461538462	0.3551568659
1345	0.8460168586	0.3551255063
1346	0.8460168586	0.3550753923
1347	0.8462543037	0.3550412799
1348	0.8462543037	0.3549972102
1349	0.8462543037	0.3549864264
1350	0.8462543037	0.3549761728
1351	0.8461173118	0.3549412333
1352	0.8461173118	0.3549240697
1353	0.8461173118	0.3549132653
1354	0.8461173118	0.354903251
1355	0.8459802874	0.3548689483
1356	0.8459802874	0.3548340248
1357	0.8458432304	0.3548136582
1358	0.8458432304	0.3548030811
1359	0.8457061409	0.3547724077
1360	0.8457061409	0.3547617075
1361	0.8457061409	0.3547478697
1362	0.8457061409	0.3547378594
1363	0.8457061409	0.3547193624
1364	0.8458432304	0.3546851213
1365	0.8457061409	0.3546363876
1366	0.8457061409	0.3546265824
1367	0.8458432304	0.3546226217
1368	0.8457061409	0.3545866279
1369	0.8458432304	0.3545725251
1370	0.8458432304	0.3545586429
1371	0.8458432304	0.3545506345
1372	0.8458432304	0.3545369676
1373	0.8458432304	0.3545272972
1374	0.8457061409	0.3544931515
1375	0.8457061409	0.3544588916
1376	0.8457061409	0.3544486366
1377	0.8457061409	0.3544391551
1378	0.8457061409	0.3544090447
1379	0.8457061409	0.3543790791
1380	0.8455690188	0.3543421292
1381	0.8455690188	0.3543381947
1382	0.8455690188	0.3543082291
1383	0.8456694784	0.3542947536
1384	0.8456694784	0.3542818177
1385	0.8456694784	0.3542521881
1386	0.845769962	0.3542227816
1387	0.845769962	0.3541887656
1388	0.8456694784	0.3541557089
1389	0.8456694784	0.3541152763
1390	0.8458066049	0.3540821594
1391	0.8458066049	0.3540723384
1392	0.8459436988	0.3540467604
1393	0.8459436988	0.354037043
1394	0.8459436988	0.3540238264
1395	0.8458066049	0.3539948142
1396	0.8458066049	0.3539909252
1397	0.8456694784	0.3539647505
1398	0.8458066049	0.3539251126
1399	0.8458066049	0.3539121007
1400	0.8459436988	0.3538901191
1401	0.8459436988	0.353853972
1402	0.8459436988	0.353818938
1403	0.846044191	0.3538061615
1404	0.846044191	0.3537969629
1405	0.846044191	0.3537766799
1406	0.8459436988	0.3537516567
1407	0.8459070928	0.3537057077
1408	0.846044191	0.3536605455
1409	0.846044191	0.3536500285
1410	0.846044191	0.3536262356
1411	0.846044191	0.3536001852
1412	0.846044191	0.353590828
1413	0.846044191	0.3535418489
1414	0.846044191	0.3535325688
1415	0.846044191	0.3534957062
1416	0.846044191	0.3534831536
1417	0.846044191	0.3534392642
1418	0.846044191	0.3534344537
1419	0.846044191	0.3534249033
1420	0.846044191	0.3534146316
1421	0.846044191	0.353402279
1422	0.846044191	0.3533901171
1423	0.846044191	0.3533777782
1424	0.846044191	0.3533437927
1425	0.8459070928	0.3533056738
1426	0.8459070928	0.3532772215
1427	0.846044191	0.3532721288
1428	0.846044191	0.3532439776
1429	0.8461447071	0.3532085921
1430	0.8463823215	0.3531763877
1431	0.8463823215	0.3531644188
1432	0.8463823215	0.3531550256
1433	0.8463823215	0.3531512281
1434	0.8463823215	0.3531181337
1435	0.8462817771	0.3530849184
1436	0.8462817771	0.3530527332
1437	0.8463823215	0.3530152025
1438	0.8463823215	0.3530114429
1439	0.8463823215	0.3529996568
1440	0.8463823215	0.3529674307
1441	0.8463823215	0.352954499
1442	0.8463823215	0.3529268623
1443	0.8463823215	0.3529056657
1444	0.8463823215	0.3528941262
1445	0.8463823215	0.3528700743
1446	0.8463823215	0.3528502559
1447	0.8463823215	0.3528388901
1448	0.8463823215	0.3528198246
1449	0.8463823215	0.3528086616
1450	0.8465834819	0.3527659564
1451	0.8465834819	0.3527570511
1452	0.8465834819	0.3527460669
1453	0.8465834819	0.352715134
1454	0.8465834819	0.352704321
1455	0.8465834819	0.3526769245
1456	0.8465834819	0.3526681235
1457	0.8465834819	0.352657925
1458	0.8465834819	0.3526210402
1459	0.8465834819	0.3526023001
1460	0.8465834819	0.3525921904
1461	0.8467205323	0.3525815625
1462	0.8467205323	0.3525724219
1463	0.8468575502	0.3525454884
1464	0.8467205323	0.3524989556
1465	0.8468575502	0.3524811378
1466	0.8469945355	0.3524511789
1467	0.8469945355	0.3524421216
1468	0.8469945355	0.3524290342
1469	0.8469945355	0.3524200733
1470	0.8470951645	0.3523781612
1471	0.8470951645	0.3523505966
1472	0.8470951645	0.3523233228
1473	0.8470951645	0.3523057745
1474	0.8470951645	0.3522953101
1475	0.8470951645	0.3522631705
1476	0.8469945355	0.3522376946
1477	0.8469945355	0.3522274346
1478	0.8469945355	0.3522011514
1479	0.8469945355	0.3521619566
1480	0.8469581749	0.3521307016
1481	0.8470588235	0.3520992128
1482	0.8470588235	0.3520940686
1483	0.8470588235	0.352085579
1484	0.8471594961	0.3520771861
1485	0.8470951645	0.352057288
1486	0.8469945355	0.3520292828
1487	0.8469945355	0.3520192284
1488	0.8471314883	0.3519906608
1489	0.8471314883	0.3519655951
1490	0.8472321216	0.3519406027
1491	0.8472321216	0.3519319636
1492	0.8472321216	0.3519147029
1493	0.8472321216	0.3519124222
1494	0.8472321216	0.3518693528
1495	0.8472321216	0.3518424252
1496	0.8472321216	0.351833618
1497	0.8473690462	0.3517867071
1498	0.8473690462	0.3517447801
1499	0.8473690462	0.3516950521
1500	0.8473690462	0.3516718569
1501	0.8473690462	0.3516568227
1502	0.8473690462	0.3516278769
1503	0.8473690462	0.3516155562
1504	0.8473690462	0.3515845958
1505	0.8473690462	0.3515728859
1506	0.8473690462	0.351568119
1507	0.8473690462	0.3515460992
1508	0.8473690462	0.3515164552
1509	0.8473690462	0.3514715534
1510	0.8473690462	0.351439541
1511	0.8473690462	0.3514166606
1512	0.8473690462	0.351371827
1513	0.8473690462	0.3513305506
1514	0.8473690462	0.3513080198
1515	0.8473690462	0.351281109
1516	0.8473690462	0.3512689153
1517	0.8473690462	0.3512467028
1518	0.8473690462	0.3512382128
1519	0.8473690462	0.3512117822
1520	0.8473690462	0.3511892878
1521	0.8473690462	0.3511857757
1522	0.8473690462	0.3511590548
1523	0.8473690462	0.3511541164
1524	0.8472684086	0.3511156084
1525	0.8473690462	0.3510853611
1526	0.8473690462	0.3510771952
1527	0.8473690462	0.3510454179
1528	0.8473690462	0.3510142474
1529	0.8473690462	0.3509676066
1530	0.8474697078	0.3509421525
1531	0.8474697078	0.3509338294
1532	0.8474697078	0.3508934085
1533	0.8474697078	0.3508819243
1534	0.8474697078	0.3508736794
1535	0.8474697078	0.3508562709
1536	0.8474697078	0.3508517582
1537	0.8477072939	0.3508081211
1538	0.8477072939	0.3507961152
1539	0.8477072939	0.3507580389
1540	0.8477072939	0.3507321832
1541	0.8477072939	0.3506892543
1542	0.8477072939	0.3506811226
1543	0.8477072939	0.3506383308
1544	0.8477072939	0.3506048701
1545	0.8477072939	0.3505793012
1546	0.8478080076	0.3505389779
1547	0.8478080076	0.3505113396
1548	0.8477072939	0.3504739465
1549	0.8477072939	0.3504660732
1550	0.8477072939	0.3504580987
1551	0.8477072939	0.3504546816
1552	0.84794488	0.3504299315
1553	0.84794488	0.350390344
1554	0.84794488	0.3503516878
1555	0.84794488	0.3503126679
1556	0.84794488	0.3503033426
1557	0.84794488	0.3502778582
1558	0.84794488	0.3502681701
1559	0.84794488	0.3502246047
1560	0.84794488	0.3502149874
1561	0.84794488	0.3501851626
1562	0.84794488	0.3501688454
1563	0.84794488	0.3501596361
1564	0.8479087452	0.3501211807
1565	0.8479087452	0.3500812264
1566	0.8479087452	0.35005972
1567	0.848045622	0.3500414689
1568	0.848045622	0.3500164161
1569	0.848045622	0.3499916241
1570	0.8479087452	0.3499625781
1571	0.8479087452	0.3499507866
1572	0.8479087452	0.3499116194
1573	0.8479087452	0.3498999651
1574	0.8479087452	0.3498904761
1575	0.8479087452	0.3498476519
1576	0.848045622	0.3498154877
1577	0.848045622	0.3497943648
1578	0.848045622	0.3497866324
1579	0.8479087452	0.3497619375
1580	0.8480095068	0.3497542068
1581	0.8480095068	0.3497466182
1582	0.8480095068	0.3497232862
1583	0.8481463878	0.349696399
1584	0.8481463878	0.3496518443
1585	0.8481463878	0.3496467737
1586	0.8481463878	0.3496202008
1587	0.8481463878	0.349599334
1588	0.8482471777	0.3495924223
1589	0.8482471777	0.3495688887
1590	0.8482471777	0.3495613853
1591	0.8482471777	0.3495543635
1592	0.8482471777	0.3495493625
1593	0.8482471777	0.349519689
1594	0.8482471777	0.3495107451
1595	0.8483479914	0.3494700043
1596	0.8482111019	0.3494455988
1597	0.8482111019	0.3494085549
1598	0.8483119353	0.3493669812
1599	0.8483119353	0.3493466878
1600	0.8481102924	0.3493198539
1601	0.8483119353	0.3492969875
1602	0.8482471777	0.3492794432
1603	0.8482471777	0.3492744969
1604	0.8482471777	0.3492463608
1605	0.8482471777	0.3492393953
1606	0.8482471777	0.3492350043
1607	0.8482111019	0.3491835259
1608	0.8482111019	0.3491721906
1609	0.8482111019	0.3491613198
1610	0.8482471777	0.3491372808
1611	0.8482471777	0.3491146894
1612	0.8482471777	0.3490905595
1613	0.8482471777	0.3490541042
1614	0.8483479914	0.3490134873
1615	0.8483479914	0.3489974665
1616	0.8484488292	0.3489612369
1617	0.8484488292	0.348937889
1618	0.8484488292	0.3489267734
1619	0.8484488292	0.3489006931
1620	0.8485496909	0.3488914197
1621	0.8485496909	0.3488619358
1622	0.8485496909	0.348852698
1623	0.8485496909	0.3488288712
1624	0.8484127928	0.3487999129
1625	0.8484127928	0.3487907258
1626	0.8483119353	0.3487664766
1627	0.8484127928	0.3487401768
1628	0.8485496909	0.3487321645
1629	0.8485496909	0.3487068213
1630	0.8486865565	0.3486672914
1631	0.8483119353	0.3486418351
1632	0.8485496909	0.3486064737
1633	0.8486865565	0.3485772429
1634	0.8487514863	0.3485180067
1635	0.8485496909	0.3484889043
1636	0.8485496909	0.3484651423
1637	0.8487874465	0.3484585302
1638	0.8488883605	0.3484472786
1639	0.8488883605	0.3484377489
1640	0.8487874465	0.3484051492
1641	0.8487874465	0.3483713676
1642	0.8487514863	0.3483411069
1643	0.8486505766	0.348307892
1644	0.8485496909	0.3482807849
1645	0.8485496909	0.3482739456
1646	0.8485496909	0.3482352888
1647	0.8485496909	0.3482080503
1648	0.8485496909	0.3481715219
1649	0.8485496909	0.3481480627
1650	0.8485496909	0.348113589
1651	0.8486505766	0.3481050959
1652	0.8487514863	0.3480724062
1653	0.8487514863	0.3480358318
1654	0.8487514863	0.3480290452
1655	0.8488883605	0.348019983
1656	0.8487874465	0.3480088737
1657	0.8487874465	0.3480041841
1658	0.8489892985	0.3479463868
1659	0.8490902604	0.3479037128
1660	0.8490902604	0.3478958782
1661	0.8490902604	0.3478917267
1662	0.8492922565	0.3478505348
1663	0.8492922565	0.3478438031
1664	0.8492922565	0.3478076838
1665	0.8492922565	0.3477709295
1666	0.8492922565	0.3477619969
1667	0.8492922565	0.3477536395
1668	0.8491912464	0.3477262096
1669	0.8491912464	0.3477028107
1670	0.8491912464	0.3476762642
1671	0.8492922565	0.3476385343
1672	0.8492922565	0.3476339134
1673	0.8493281008	0.3476059863
1674	0.8493281008	0.3475988879
1675	0.8494291151	0.3475943006
1676	0.8492271106	0.3475660135
1677	0.8493281008	0.3475275695
1678	0.8494291151	0.3475060879
1679	0.8494291151	0.3474743207
1680	0.8494291151	0.3474512989
1681	0.8494291151	0.3474271643
1682	0.8494291151	0.3474194995
1683	0.8494291151	0.3473747706
1684	0.8495659413	0.3473525686
1685	0.8495659413	0.3473294714
1686	0.8495659413	0.3473201541
1687	0.8495659413	0.3473135469
1688	0.8495659413	0.3473070005
1689	0.8495659413	0.3473005143
1690	0.8494649227	0.3472700474
1691	0.8494649227	0.3472631527
1692	0.8495659413	0.347240336
1693	0.8495659413	0.3472328794
1694	0.8500059474	0.3471991907
1695	0.8500059474	0.3471786321
1696	0.8500059474	0.3471349307
1697	0.8500059474	0.3471242163
1698	0.8500059474	0.3470938032
1699	0.8500059474	0.3470375581
1700	0.8501070664	0.3470331022
1701	0.8501070664	0.3469988743
1702	0.8502082094	0.3469869788
1703	0.8502082094	0.3469675364
1704	0.8502082094	0.3469631868
1705	0.8499702558	0.3469229308
1706	0.8500713946	0.3468751567
1707	0.8500713946	0.3468349704
1708	0.8500713946	0.346814095
1709	0.8500713946	0.346793719
1710	0.8499702558	0.3467706179
1711	0.8499702558	0.3467662949
1712	0.8499702558	0.3467619983
1713	0.8499702558	0.3467412823
1714	0.8499702558	0.3467243517
1715	0.8500713946	0.3466984744
1716	0.8500713946	0.3466920778
1717	0.8500713946	0.3466846527
1718	0.8500713946	0.3466297853
1719	0.8500713946	0.3466206927
1720	0.8500713946	0.3466164373
1721	0.8499345472	0.3466059327
1722	0.8499345472	0.346583355
