iter	F1	Logloss
92	0.8187810801	0.4751212138
93	0.8188338732	0.4742042446
94	0.8188757807	0.4734447077
95	0.8185605184	0.4724925454
96	0.819212963	0.4715054544
97	0.8193077903	0.4707389482
98	0.8188028251	0.4699929381
99	0.8189505386	0.4693249267
100	0.8186768625	0.4684903123
101	0.8189505386	0.4675414348
102	0.8189085853	0.4666877296
103	0.8188137164	0.4659505095
104	0.819235226	0.4653198158
105	0.819288281	0.4644243826
106	0.8199002667	0.4637620246
107	0.819942029	0.4629735939
108	0.8200254954	0.4622379776
109	0.8196569309	0.4615338601
110	0.8193832599	0.4609223575
111	0.8199002667	0.4603289302
112	0.8202273254	0.4596234401
113	0.8208159481	0.4589962748
114	0.8210062601	0.4584336777
115	0.8204711617	0.4577511238
116	0.8204711617	0.4571000069
117	0.8205960803	0.4564238627
118	0.8207864517	0.4557568388
119	0.8209232197	0.4551170959
120	0.8206792628	0.4544517381
121	0.8210599559	0.4538228634
122	0.8208280181	0.4531861175
123	0.8203759573	0.4525811534
124	0.8206912549	0.4521492075
125	0.8203759573	0.4516731745
126	0.8211966605	0.451109854
127	0.8221343874	0.450418891
128	0.8222713007	0.4499132002
129	0.8222170579	0.4494525182
130	0.8230366492	0.4489800002
131	0.8234609566	0.4484384156
132	0.8231735691	0.4480146084
133	0.8233651385	0.4475476061
134	0.823597859	0.4469937276
135	0.823556797	0.4466093963
136	0.8239813737	0.4462715334
137	0.8239813737	0.4458892362
138	0.8242142026	0.4455023504
139	0.8239813737	0.4450813882
140	0.8253229373	0.444627388
141	0.8253635835	0.4441544923
142	0.8257884324	0.4437381476
143	0.8258289703	0.4433637698
144	0.8263096624	0.4429649882
145	0.8263500931	0.4424653547
146	0.8265424913	0.4420016582
147	0.8266946191	0.4415424943
148	0.8265424913	0.441024854
149	0.826734979	0.4405863269
150	0.8265424913	0.4401447549
151	0.8269118845	0.4397535735
152	0.8270641668	0.4393896773
153	0.827008149	0.4390078406
154	0.8271604938	0.4386122008
155	0.8270641668	0.438306339
156	0.8268468888	0.4377994912
157	0.8269029024	0.4374003691
158	0.8273691572	0.4368748282
159	0.8275862069	0.4365469606
160	0.8273532153	0.4361512475
161	0.8278593058	0.4358115178
162	0.8275460266	0.4354135464
163	0.8275058275	0.4350895611
164	0.8277389277	0.4346848907
165	0.8278354121	0.4343713082
166	0.8275058275	0.43403635
167	0.8273691572	0.433766024
168	0.8270799347	0.4334321502
169	0.8267909144	0.4331367736
170	0.8266542404	0.4327997637
171	0.8265329914	0.4323559961
172	0.8264366476	0.4320165896
173	0.8270957211	0.4316878719
174	0.827755102	0.4313182325
175	0.8269993005	0.4310167971
176	0.8269589552	0.4307412863
177	0.8271921642	0.4304330013
178	0.8275620846	0.4301855877
179	0.8271921642	0.4298443896
180	0.8273289029	0.4296104618
181	0.8272324551	0.429340005
182	0.8271360298	0.4290421415
183	0.8269835722	0.4287583792
184	0.8272568433	0.4285357255
185	0.8273691572	0.42827711
186	0.8268872321	0.4279759731
187	0.8271202237	0.4276917408
188	0.8272165909	0.427362818
189	0.8277790725	0.427086477
190	0.8276424659	0.4267466144
191	0.8276022846	0.4264551819
192	0.8281815001	0.4261263217
193	0.8285280728	0.4258736733
194	0.828358209	0.4256347408
195	0.8282215743	0.4253449006
196	0.828358209	0.4250978781
197	0.8284714119	0.4248493627
198	0.8280611649	0.4244945746
199	0.8284313725	0.4242951783
200	0.827891791	0.4239940427
201	0.827891791	0.4237319347
202	0.8278516445	0.423445587
203	0.828044797	0.4231884403
204	0.828044797	0.4228560324
205	0.828125	0.4226517235
206	0.8282215743	0.4224251038
207	0.8280849079	0.4221139951
208	0.827891791	0.4219092518
209	0.8281650734	0.4216257818
210	0.8284548105	0.4213479714
211	0.8284548105	0.4210605247
212	0.8286880466	0.4208516263
213	0.8286480812	0.4205972317
214	0.8285514346	0.4204212319
215	0.8286880466	0.4201790205
216	0.8289212828	0.4198678534
217	0.8288246269	0.4196685016
218	0.8289611752	0.4195048118
219	0.8288246269	0.4193111292
220	0.8287279935	0.4190258448
221	0.8287447503	0.4188073708
222	0.8289212828	0.4186026493
223	0.8289611752	0.4183908814
224	0.8288246269	0.4181927567
225	0.8293308464	0.4180167089
226	0.829194357	0.4178624296
227	0.8290179613	0.417636534
228	0.8291146623	0.4173805355
229	0.8292113859	0.4171681889
230	0.8294447037	0.4170300729
231	0.8293081321	0.4168178242
232	0.8295414771	0.4166061712
233	0.8295016921	0.4164079611
234	0.8295414771	0.4162366432
235	0.8293081321	0.4160775258
236	0.8294049008	0.4157852043
237	0.829638273	0.4156088305
238	0.8299287965	0.4154175931
239	0.8295985061	0.4152426052
240	0.8293081321	0.4150304097
241	0.8292113859	0.4148145361
242	0.8291316527	0.4145828322
243	0.8291316527	0.4144314851
244	0.8292682927	0.4143151296
245	0.8292284347	0.414113694
246	0.8293650794	0.4139234263
247	0.8292284347	0.4136889977
248	0.8292853807	0.4134744351
249	0.8292853807	0.413268118
250	0.829108749	0.4130992943
251	0.8293423665	0.4129379055
252	0.8293024886	0.4127348083
253	0.8293024886	0.4125733203
254	0.8290288653	0.4123350089
255	0.8292797007	0.4121705596
256	0.8295534253	0.4120322426
257	0.8293993924	0.4119049899
258	0.8297300456	0.4117634284
259	0.829924021	0.411574838
260	0.8296902396	0.4113973031
261	0.829416579	0.411215465
262	0.8297474275	0.4110141736
263	0.8297076023	0.4107897759
264	0.8295135641	0.4106717031
265	0.829416579	0.4105026872
266	0.8295135641	0.4103281463
267	0.8297474275	0.4101534773
268	0.8299812909	0.4099519253
269	0.8300783534	0.4097550096
270	0.8299415205	0.4095179138
271	0.8299415205	0.4093079834
272	0.8299017314	0.4091073998
273	0.8301754386	0.4088596015
274	0.8301754386	0.4086408087
275	0.8304271504	0.4084540495
276	0.8302328302	0.4083422031
277	0.8304271504	0.4081277915
278	0.8305243446	0.4079976373
279	0.8303874517	0.4078303626
280	0.8303874517	0.4076525544
281	0.8302505268	0.4074867904
282	0.8301533419	0.4073488187
283	0.8303874517	0.4071719068
284	0.8305818991	0.4070103887
285	0.8305818991	0.4068343
286	0.8302682441	0.4066982947
287	0.8301710002	0.4065661415
288	0.8301710002	0.4063998432
289	0.8301710002	0.4062348912
290	0.8302107728	0.4061069894
291	0.8302107728	0.4058945761
292	0.830639494	0.4057437365
293	0.830639494	0.4056424789
294	0.8304449649	0.405503075
295	0.8303477345	0.4052988024
296	0.8303079986	0.4051570969
297	0.8304052471	0.4050668134
298	0.8304052471	0.4049671996
299	0.8305025184	0.4048635606
300	0.8305025184	0.4047081859
301	0.8305998126	0.4045613182
302	0.8305025184	0.4044701705
303	0.8305422181	0.4043517427
304	0.8306791569	0.4041963192
305	0.8305422181	0.4040741501
306	0.8305998126	0.4039474176
307	0.8305998126	0.4037139212
308	0.8308918317	0.4035556424
309	0.8308341143	0.4034689466
310	0.8304449649	0.4032805937
311	0.8305422181	0.4031705954
312	0.8304449649	0.4030591793
313	0.831010657	0.4029204104
314	0.8305422181	0.4027860371
315	0.830639494	0.4026322881
316	0.830639494	0.4025579774
317	0.8306791569	0.402417408
318	0.8303655108	0.4022948597
319	0.8304230634	0.4021776089
320	0.8304628002	0.4020836241
321	0.8304628002	0.4019479766
322	0.8307367928	0.4017784601
323	0.8312448764	0.4015862708
324	0.8313422347	0.4014767404
325	0.8314396158	0.4013311781
326	0.8314396158	0.401188515
327	0.8316924519	0.4010531527
328	0.8317899426	0.4009061603
329	0.8316529894	0.4007658057
330	0.831887456	0.4006187748
331	0.8319849924	0.400434964
332	0.8319849924	0.4003011086
333	0.8320825516	0.4001746421
334	0.8320825516	0.3999831017
335	0.8320825516	0.3998563353
336	0.8320825516	0.3997200456
337	0.8319455846	0.3995828618
338	0.8319455846	0.3994715162
339	0.8319849924	0.3993681633
340	0.8319849924	0.3992100901
341	0.8322194865	0.3991072081
342	0.8321219226	0.39903829
343	0.8322194865	0.3989179323
344	0.8323563892	0.3988310128
345	0.8323170732	0.3987439211
346	0.8320825516	0.3985638645
347	0.8320825516	0.3984100216
348	0.8321801337	0.3983133947
349	0.8323170732	0.3982135027
350	0.8323563892	0.3980779778
351	0.8321219226	0.3979814596
352	0.8324539805	0.3979279891
353	0.8324539805	0.3978565268
354	0.8322588208	0.397725803
355	0.8321219226	0.3976205713
356	0.8321219226	0.3975063154
357	0.83184803	0.3974002701
358	0.83184803	0.3972266707
359	0.8319061584	0.3971108507
360	0.8318085855	0.3969956052
361	0.8320431621	0.396898306
362	0.8320431621	0.3967868787
363	0.8325515947	0.3967160901
364	0.8324539805	0.3966073613
365	0.8325515947	0.3965249327
366	0.8325123153	0.3964188362
367	0.8326099707	0.3962937073
368	0.832707649	0.3961661185
369	0.8325706911	0.3960670031
370	0.8322966788	0.3959905465
371	0.832531393	0.3959044315
372	0.832531393	0.3957914111
373	0.832531393	0.3957249701
374	0.832531393	0.3956446512
375	0.832629108	0.3955792625
376	0.832629108	0.3954558037
377	0.832629108	0.3953550673
378	0.8325706911	0.3952949128
379	0.8323360319	0.395173343
380	0.8326683877	0.3950349693
381	0.8330008215	0.39491034
382	0.8328246067	0.3947538273
383	0.8329616152	0.3946855933
384	0.8330594036	0.3946231327
385	0.8328246067	0.3945409634
386	0.8328246067	0.3944817044
387	0.8329616152	0.3944032903
388	0.8330201973	0.3942398421
389	0.8329223905	0.3941280193
390	0.8329809725	0.3939846017
391	0.8330201973	0.393890082
392	0.833118027	0.3938111732
393	0.8333137554	0.3937074362
394	0.8333137554	0.3936006333
395	0.8332158797	0.393513878
396	0.8333529066	0.393447861
397	0.8334507869	0.3933503074
398	0.8334116541	0.3932580607
399	0.8335095758	0.3931700977
400	0.8335095758	0.3930131763
401	0.8335095758	0.3929060624
402	0.8337445659	0.392832506
403	0.8336075206	0.392776205
404	0.8338034791	0.3926385814
405	0.8338425382	0.3926035977
406	0.8339795559	0.3925544718
407	0.8339795559	0.3923850508
408	0.8339405336	0.3922821524
409	0.8342145459	0.3921765496
410	0.8340775558	0.3920558951
411	0.8343515038	0.3920027001
412	0.8342534947	0.3918564075
413	0.8343515038	0.3917643994
414	0.8340775558	0.3916136215
415	0.8339795559	0.3915213162
416	0.8342145459	0.3914588408
417	0.8340775558	0.3913896853
418	0.8342346579	0.3912552429
419	0.834038552	0.3911998045
420	0.8340775558	0.3911424245
421	0.8338034791	0.3910783244
422	0.8339405336	0.3910352096
423	0.8339405336	0.3909298928
424	0.834038552	0.3908529313
425	0.8339014929	0.3907916788
426	0.8340975897	0.3906865632
427	0.8340975897	0.3905944922
428	0.8340975897	0.3904975804
429	0.8341956726	0.3904197967
430	0.8341956726	0.3903712874
431	0.8342937787	0.3903030506
432	0.8340975897	0.3902502357
433	0.834156669	0.3902085602
434	0.8341956726	0.3901482459
435	0.8344308561	0.3900840521
436	0.8342937787	0.3899870453
437	0.8343919078	0.3899261286
438	0.8346660395	0.3898834263
439	0.8344308561	0.3897982778
440	0.8344308561	0.3897278709
441	0.8343919078	0.3896390582
442	0.8345289898	0.3895635651
443	0.83449006	0.3894797577
444	0.8347642009	0.38942465
445	0.8347642009	0.3893225543
446	0.8346271466	0.3892168069
447	0.834901223	0.3891464069
448	0.834999412	0.3890910776
449	0.834999412	0.3889563963
450	0.834803057	0.388910034
451	0.834901223	0.3888087144
452	0.8349605929	0.3887256851
453	0.8348623853	0.3886575088
454	0.8348623853	0.3886130432
455	0.8348623853	0.3885565118
456	0.8349605929	0.3884482417
457	0.8348235294	0.3883971458
458	0.8349605929	0.3883126134
459	0.8349605929	0.3882458853
460	0.8349605929	0.3882121036
461	0.8351751705	0.3881384671
462	0.8351364064	0.3880473058
463	0.8350976241	0.3879781703
464	0.8351958593	0.3879071488
465	0.8349605929	0.3878061641
466	0.8351958593	0.3877417941
467	0.8350588235	0.387692172
468	0.8350588235	0.3876029942
469	0.8350976241	0.3875498356
470	0.8350588235	0.3874623899
471	0.8350588235	0.3873661224
472	0.8348828998	0.3872914691
473	0.8348828998	0.3872542925
474	0.8351570773	0.3871944231
475	0.8351570773	0.3871189692
476	0.8352553542	0.3870262648
477	0.8352553542	0.3869395855
478	0.8352553542	0.3868850306
479	0.8352553542	0.3868125309
480	0.835118277	0.3867515789
481	0.835118277	0.3866445072
482	0.835118277	0.3866067609
483	0.835118277	0.3865722951
484	0.8350200047	0.3864952595
485	0.8351570773	0.3864531807
486	0.8348828998	0.3863716993
487	0.8349811676	0.3863265265
488	0.8349811676	0.3862792015
489	0.8349811676	0.38623356
490	0.8349811676	0.3861645081
491	0.8352165725	0.3861015392
492	0.8350200047	0.386052426
493	0.8352553542	0.3860068308
494	0.8353536542	0.3859224593
495	0.8352553542	0.3858805879
496	0.8352553542	0.385761842
497	0.8349811676	0.3856773486
498	0.8350794585	0.3856072094
499	0.8350794585	0.3855079173
500	0.835118277	0.3854520876
501	0.8350794585	0.3853761645
502	0.8353148911	0.3853318649
503	0.8352165725	0.3852943399
504	0.8353148911	0.3852308803
505	0.8354519774	0.3851494159
506	0.8354519774	0.3850938562
507	0.8356486932	0.385019643
508	0.8357470858	0.3849826948
509	0.8354519774	0.3849415733
510	0.8354519774	0.3848879443
511	0.8355503237	0.3848211008
512	0.8355890314	0.3847841449
513	0.8354907037	0.3847576727
514	0.8356873823	0.3846838596
515	0.8357857563	0.3845930997
516	0.8357857563	0.3845222398
517	0.8355890314	0.3844751674
518	0.8354907037	0.3844117368
519	0.8355890314	0.3843635381
520	0.8355890314	0.3842526908
521	0.8355890314	0.3841580925
522	0.8356873823	0.3840401334
523	0.8357857563	0.3840159683
524	0.8357857563	0.3839827942
525	0.8356486932	0.3838897602
526	0.8357470858	0.3838415945
527	0.8357470858	0.3837519176
528	0.8357470858	0.3837010546
529	0.8357470858	0.3836744128
530	0.8357470858	0.3836228598
531	0.8355503237	0.3835744814
532	0.8356873823	0.3835335609
533	0.8357857563	0.3834611007
534	0.8357857563	0.3833797611
535	0.8356486932	0.3833007544
536	0.8358841535	0.3832303442
537	0.8359825739	0.3831689507
538	0.8358841535	0.3831284245
539	0.8360810174	0.3830469057
540	0.8361794842	0.3829312928
541	0.8362180619	0.3828820143
542	0.8360211889	0.3828296923
543	0.8360211889	0.3827934663
544	0.8361196138	0.3827446197
545	0.8362180619	0.3826726793
546	0.8364150277	0.3826487853
547	0.8362180619	0.3826038983
548	0.8363165332	0.382528086
549	0.8363165332	0.3824552391
550	0.8362180619	0.3824220512
551	0.8362180619	0.3823437502
552	0.8363165332	0.3822584851
553	0.8364150277	0.3821824483
554	0.8364150277	0.3821138674
555	0.8365135453	0.3820467928
556	0.8364150277	0.3820106456
557	0.8362779741	0.3819614429
558	0.8361794842	0.3819085898
559	0.8361794842	0.3818576445
560	0.8361794842	0.3818238925
561	0.8361794842	0.3817662596
562	0.8361794842	0.3817057025
563	0.8361794842	0.3816850375
564	0.8361794842	0.3816495212
565	0.8361794842	0.3815830576
566	0.8360424028	0.3815233249
567	0.8361794842	0.3814860817
568	0.8360424028	0.3814427146
569	0.8362393968	0.3813780772
570	0.8360424028	0.3813552597
571	0.8361408882	0.3813071896
572	0.8362779741	0.3812551177
573	0.8365135453	0.3812011988
574	0.8363764872	0.3811306952
575	0.8363379286	0.3810682161
576	0.8363379286	0.3809484914
577	0.8364750236	0.3809043368
578	0.8363764872	0.3808409614
579	0.8364150277	0.3808055787
580	0.8362008013	0.3806922493
581	0.8362008013	0.380604886
582	0.8361022741	0.3805793432
583	0.8365135453	0.38048292
584	0.8364150277	0.3804345714
585	0.8364150277	0.3804092464
586	0.8363764872	0.3803364888
587	0.8363764872	0.3803031916
588	0.8363764872	0.3802770612
589	0.8363764872	0.3802195629
590	0.8365135453	0.380174003
591	0.8366120862	0.3801113782
592	0.8366120862	0.3800580859
593	0.8364750236	0.380004563
594	0.8364364836	0.3799575217
595	0.8367106503	0.3799193359
596	0.8367106503	0.3799086281
597	0.8367106503	0.3798819708
598	0.8369846879	0.379810569
599	0.8369846879	0.379728563
600	0.8368476852	0.3796909817
601	0.8368476852	0.3796559933
602	0.8368476852	0.3795880846
603	0.8368476852	0.3795085449
604	0.8369846879	0.3794757872
605	0.8370832843	0.3794354209
606	0.8368861147	0.3794050236
607	0.8368861147	0.3793712559
608	0.8367875648	0.3793209511
609	0.8366505712	0.3792922002
610	0.8369245261	0.3792546798
611	0.8369245261	0.3792260414
612	0.8369245261	0.3791620619
613	0.8370614551	0.379110306
614	0.8370614551	0.3790861641
615	0.8371600141	0.379060442
616	0.8372585963	0.3790222286
617	0.8372585963	0.3789877277
618	0.8372585963	0.3789618324
619	0.8371819039	0.3789063668
620	0.8374558304	0.3788640389
621	0.8373188833	0.3788226233
622	0.8373188833	0.378759046
623	0.8374558304	0.3787335433
624	0.8371819039	0.3786945707
625	0.8370448922	0.3786359547
626	0.8370448922	0.3785719518
627	0.8370448922	0.3784875274
628	0.8370448922	0.3784138366
629	0.8370448922	0.3783899493
630	0.8370448922	0.3783475694
631	0.8370448922	0.3783236597
632	0.8370448922	0.3782595971
633	0.8372805467	0.3782139188
634	0.8373188833	0.3781891959
635	0.8371819039	0.3781584672
636	0.8370832843	0.3781185753
637	0.8369462771	0.3780697933
638	0.8369462771	0.3780491415
639	0.8370448922	0.3779449721
640	0.8370448922	0.3778917458
641	0.8373792128	0.377824442
642	0.8372421921	0.377801067
643	0.8373792128	0.377776556
644	0.8374175306	0.3777446253
645	0.8375162012	0.3776900387
646	0.8373792128	0.3776088033
647	0.8376148951	0.3775781618
648	0.8375162012	0.3775218783
649	0.8373792128	0.3774721007
650	0.8372805467	0.3774302452
651	0.8375544823	0.3773915054
652	0.8377518558	0.3773260968
653	0.8377900813	0.3772650144
654	0.8375162012	0.377197777
655	0.8375162012	0.3771503035
656	0.8378505774	0.3771017614
657	0.8377518558	0.3770674839
658	0.8379493223	0.3770126351
659	0.8378505774	0.3769640374
660	0.8379493223	0.3769248027
661	0.8377136123	0.3768505671
662	0.8381850324	0.3767795385
663	0.8381850324	0.3767333697
664	0.838321942	0.3766998979
665	0.8378505774	0.3766594285
666	0.8378505774	0.3766051457
667	0.8378505774	0.3765269219
668	0.8378505774	0.3764949132
669	0.8379493223	0.3764325392
670	0.8378123527	0.3763523158
671	0.8378123527	0.3763064473
672	0.8379111164	0.3762552475
673	0.8376753507	0.3762287896
674	0.8375383164	0.3761938755
675	0.8376753507	0.3761507664
676	0.8376753507	0.3760782059
677	0.8376753507	0.3760690964
678	0.8376370711	0.3760350475
679	0.8376370711	0.3759442743
680	0.8377358491	0.3758871318
681	0.8378346503	0.3757872006
682	0.8376975702	0.3757308014
683	0.8376975702	0.3756772893
684	0.8378346503	0.3755875839
685	0.8379334749	0.3755479393
686	0.8379334749	0.3755268645
687	0.838131194	0.3754934352
688	0.8378346503	0.375471538
689	0.8378346503	0.3754646087
690	0.8380323228	0.3754131287
691	0.8379334749	0.375369631
692	0.8379334749	0.3753164295
693	0.838131194	0.3752781056
694	0.838131194	0.3752702189
695	0.838131194	0.3752174
696	0.838131194	0.3752047958
697	0.8379941003	0.3751889689
698	0.8379941003	0.3751406955
699	0.8382682553	0.3751078772
700	0.8382682553	0.3750709556
701	0.8382682553	0.3750502164
702	0.8382682553	0.374973231
703	0.8382682553	0.3749359
704	0.8382682553	0.3749224366
705	0.838131194	0.3748757027
706	0.8380929903	0.3748189936
707	0.8382300885	0.3747710669
708	0.8383671543	0.3747435476
709	0.8383671543	0.3747100342
710	0.8383671543	0.3746314182
711	0.8382300885	0.3745722274
712	0.8382300885	0.374555761
713	0.8382300885	0.3745026163
714	0.8382300885	0.3744506055
715	0.8385041878	0.3744150873
716	0.8385041878	0.3743683735
717	0.8383671543	0.3743433541
718	0.8383671543	0.3742913902
719	0.8381919037	0.3742421893
720	0.8381919037	0.3742262832
721	0.8381919037	0.3741542881
722	0.8383290064	0.3740678552
723	0.8380547686	0.3739887416
724	0.8380547686	0.3739623826
725	0.8381919037	0.3739200363
726	0.8383290064	0.373884719
727	0.8383290064	0.3738350094
728	0.8383290064	0.3738099389
729	0.8385650224	0.3737815455
730	0.8384279476	0.3737434083
731	0.8385650224	0.3737181572
732	0.8385650224	0.3736715666
733	0.8385650224	0.3736416164
734	0.8386639915	0.3736191058
735	0.8386639915	0.3735936481
736	0.8386639915	0.3735625961
737	0.8386639915	0.3735406145
738	0.8388010385	0.3735170195
739	0.8386639915	0.3734620052
740	0.8386639915	0.3734307131
741	0.8390370545	0.3733565807
742	0.8386639915	0.3733002518
743	0.8388010385	0.373268552
744	0.8390370545	0.3732068526
745	0.8391740413	0.3731690417
746	0.8392730706	0.3730904165
747	0.8392730706	0.3730324455
748	0.8392730706	0.3729480762
749	0.8392730706	0.3729258238
750	0.8393721232	0.3728760252
751	0.8392730706	0.3728320251
752	0.8393721232	0.3727976541
753	0.8394711992	0.3727561372
754	0.8394711992	0.3727310662
755	0.8394711992	0.3727099094
756	0.8394711992	0.3726752383
757	0.8393721232	0.3726582167
758	0.8392730706	0.372610267
759	0.8392730706	0.3725926354
760	0.8391360793	0.3725614434
761	0.839433294	0.3724964742
762	0.839334199	0.3724381633
763	0.839334199	0.3724224994
764	0.839905549	0.3723556822
765	0.839905549	0.3723388309
766	0.8396694215	0.3722785735
767	0.8396694215	0.3722405977
768	0.8396694215	0.3722095133
769	0.8398063983	0.372175348
770	0.8398063983	0.3721197331
771	0.839905549	0.3721044043
772	0.8398063983	0.372054227
773	0.8396694215	0.3720168317
774	0.8399433428	0.3719869086
775	0.8399433428	0.3719630976
776	0.8399433428	0.3719337112
777	0.8399433428	0.3719157452
778	0.8399433428	0.3718642746
779	0.8399433428	0.3718336073
780	0.8399433428	0.3717943772
781	0.8398063983	0.3717383285
782	0.8398063983	0.3717180608
783	0.8398063983	0.371634531
784	0.8398063983	0.3715982486
785	0.839905549	0.3715439393
786	0.839905549	0.3715026654
787	0.8394945081	0.3714389805
788	0.8394945081	0.3713751571
789	0.8395324123	0.371324108
790	0.8392582969	0.3712635066
791	0.8393953708	0.3712229855
792	0.8395324123	0.3711869972
793	0.8396694215	0.3711449283
794	0.8395324123	0.3710980016
795	0.8395324123	0.3710441026
796	0.8393953708	0.3710049565
797	0.8393953708	0.3709844046
798	0.8395324123	0.3709589709
799	0.8395324123	0.3709351959
800	0.8396315541	0.3708914106
801	0.8396315541	0.3708391775
802	0.8395324123	0.3707831002
803	0.8395324123	0.3707288464
804	0.8398677374	0.3706852017
805	0.8397685677	0.3706352298
806	0.8398677374	0.3706030313
807	0.8398677374	0.3705719693
808	0.8399669304	0.3705527314
809	0.8398677374	0.3705289892
810	0.8398677374	0.3704925777
811	0.8397307193	0.3704664182
812	0.8396928529	0.3704241048
813	0.8395936688	0.3703929767
814	0.8397920605	0.3703538233
815	0.8398912915	0.3703121204
816	0.8398912915	0.3702674419
817	0.8397541952	0.3702234612
818	0.8397541952	0.3701806713
819	0.8396549687	0.370164242
820	0.8395178445	0.3701316188
821	0.8396170665	0.3700723892
822	0.8397541952	0.3700391678
823	0.8398912915	0.3700068092
824	0.8400898239	0.369926272
825	0.8402268967	0.3698988991
826	0.8402268967	0.3698541008
827	0.8402268967	0.369808667
828	0.8402268967	0.3697380668
829	0.8402268967	0.3697193986
830	0.8402268967	0.3696824068
831	0.8402268967	0.3696547796
832	0.8402268967	0.3696085015
833	0.8402268967	0.3695674555
834	0.8401276143	0.3695489429
835	0.8401276143	0.3695268035
836	0.8402268967	0.369503588
837	0.8400283554	0.3694354711
838	0.8401653869	0.3694014381
839	0.8401653869	0.3693795619
840	0.8400283554	0.3693448043
841	0.8397541952	0.3693165588
842	0.8398912915	0.369273824
843	0.8402031416	0.3692510906
844	0.8400661469	0.3692329688
845	0.8400661469	0.3691871424
846	0.8399291199	0.3691437973
847	0.840302386	0.369109054
848	0.8401039206	0.3690477523
849	0.8402408785	0.3690302159
850	0.8402031416	0.3689651544
851	0.8404016539	0.3689039277
852	0.8400283554	0.3688758551
853	0.8401276143	0.368797341
854	0.8400283554	0.3687740237
855	0.839990546	0.368730694
856	0.839990546	0.368713719
857	0.839990546	0.3686966999
858	0.839990546	0.3686890149
859	0.8398912915	0.3686576924
860	0.8400283554	0.3686161647
861	0.8401653869	0.3685894141
862	0.8401653869	0.3685640835
863	0.8400661469	0.3685338455
864	0.8401653869	0.3684994884
865	0.8400661469	0.3684767728
866	0.8399291199	0.3684358792
867	0.8400661469	0.368406603
868	0.8401653869	0.3683403713
869	0.8402646503	0.368306346
870	0.8402646503	0.3682934281
871	0.8402646503	0.3682459313
872	0.8402646503	0.3682007692
873	0.8403639371	0.3681285932
874	0.8402646503	0.3681124484
875	0.8402646503	0.3680673606
876	0.8404632475	0.3680338482
877	0.8403639371	0.3680046795
878	0.8404632475	0.3679460256
879	0.8400520156	0.367904114
880	0.8401891253	0.3678491111
881	0.8401891253	0.3677962697
882	0.8401891253	0.3677762462
883	0.8400898239	0.3677707158
