iter	Passed	Remaining
398	138355	208400
399	138731	208096
400	139077	207749
401	139454	207447
402	139759	207037
403	140068	206636
404	140451	206342
405	140850	206071
406	141272	205834
407	141641	205518
408	142056	205269
409	142398	204914
410	142788	204628
411	143178	204342
412	143575	204064
413	144022	203857
414	144353	203486
415	144729	203178
416	145157	202941
417	145539	202641
418	145925	202344
419	146270	201992
420	146635	201667
421	146994	201333
422	147374	201028
423	147779	200756
424	148154	200444
425	148489	200077
426	148878	199783
427	149199	199397
428	149565	199072
429	149935	198751
430	150317	198447
431	150716	198164
432	151058	197806
433	151444	197506
434	151866	197252
435	152248	196945
436	152573	196564
437	152968	196274
438	153365	195985
439	153775	195714
440	154122	195361
441	154421	194948
442	154804	194641
443	155053	194165
444	155443	193868
445	155603	193283
446	155994	192986
447	156363	192662
448	156636	192219
449	156977	191861
450	157337	191526
451	157710	191206
452	158025	190817
453	158410	190511
454	158772	190178
455	159143	189855
456	159491	189505
457	159911	189240
458	160253	188882
459	160647	188586
460	160994	188234
461	161320	187857
462	161721	187569
463	162088	187239
464	162464	186921
465	162850	186614
466	163173	186234
467	163588	185959
468	163967	185643
469	164328	185306
470	164754	185042
471	165127	184718
472	165509	184404
473	165858	184053
474	166193	183688
475	166390	183168
476	166740	182820
477	167088	182469
478	167437	182118
479	167778	181759
480	168147	181431
481	168556	181146
482	168900	180789
483	169173	180358
484	169546	180033
485	170032	179828
486	170376	179472
487	170714	179109
488	171096	178794
489	171456	178454
490	171788	178085
491	172139	177738
492	172419	177315
493	172842	177041
494	173182	176680
495	173539	176338
496	173891	175990
497	174249	175649
498	174612	175312
499	174944	174944
500	175315	174615
501	175658	174258
502	176003	173903
503	176351	173552
504	176745	173245
505	177041	172842
506	177314	172418
507	177744	172146
508	178084	171786
509	178503	171503
510	178896	171194
511	179299	170894
512	179665	170559
513	180042	170235
514	180422	169912
515	180772	169561
516	181203	169287
517	181573	168954
518	181969	168646
519	182361	168333
520	182713	167983
521	183055	167625
522	183397	167266
523	183696	166869
524	184057	166528
525	184460	166224
526	184822	165884
527	185179	165539
528	185526	165185
529	185908	164861
530	186258	164510
531	186593	164145
532	186854	163716
533	187175	163340
534	187518	162983
535	187813	162585
536	188161	162232
537	188539	161905
538	188883	161549
539	189204	161174
540	189592	160855
541	189975	160533
542	190261	160128
543	190584	159754
544	190913	159386
545	191249	159024
546	191618	158689
547	192008	158371
548	192372	158033
549	192765	157716
550	193147	157392
551	193485	157031
552	193861	156701
553	194218	156356
554	194576	156011
555	194951	155680
556	195315	155341
557	195703	155019
558	196113	154715
559	196475	154373
560	196878	154063
561	197262	153738
562	197579	153360
563	197943	153020
564	198312	152683
565	198664	152333
566	199014	151980
567	199367	151631
568	199733	151292
569	200071	150931
570	200330	150511
571	200582	150086
572	200807	149642
573	201113	149258
574	201468	148911
575	201809	148553
576	202195	148229
577	202557	147888
578	202821	147474
579	203115	147083
580	203387	146677
581	203682	146287
582	204032	145937
583	204368	145577
584	204732	145237
585	205063	144873
586	205400	144515
587	205747	144163
588	206109	143821
589	206461	143472
590	206849	143149
591	207230	142821
592	207529	142435
593	207922	142115
594	208169	141695
595	208468	141310
596	208795	140945
597	209114	140575
598	209342	140144
599	209690	139793
600	210034	139440
601	210335	139059
602	210527	138606
603	210890	138265
604	211246	137921
605	211623	137590
606	212012	137266
607	212384	136932
608	212794	136621
609	213184	136298
610	213546	135956
611	213848	135577
612	214244	135257
613	214692	134969
614	215060	134631
615	215305	134216
616	215732	133914
617	216078	133562
618	216425	133211
619	216788	132870
620	217096	132495
621	217436	132139
622	217875	131844
623	218283	131529
624	218691	131214
625	219017	130850
626	219284	130451
627	219697	130139
628	219989	129755
629	220367	129422
630	220648	129032
631	221016	128693
632	221406	128366
633	221781	128031
634	222136	127684
635	222430	127302
636	222780	126953
637	223058	126563
638	223407	126213
639	223772	125871
640	224102	125511
641	224504	125190
642	224991	124917
643	225369	124582
644	225799	124276
645	226178	123943
646	226537	123597
647	227019	123319
648	227398	122984
649	227704	122610
650	228087	122277
651	228417	121916
652	228760	121561
653	229213	121265
654	229776	121027
655	230172	120699
656	230533	120354
657	230936	120031
658	231391	119733
659	231801	119412
660	232200	119086
661	232601	118760
662	232971	118418
663	233262	118036
664	233528	117642
665	233865	117284
666	234232	116940
667	234581	116588
668	234906	116224
669	235266	115877
670	235628	115531
671	235987	115184
672	236336	114832
673	236725	114499
674	237073	114146
675	237465	113814
676	237833	113471
677	238198	113126
678	238560	112780
679	238903	112425
680	239227	112061
681	239619	111728
682	239962	111373
683	240356	111042
684	240697	110685
685	241090	110353
686	241400	109983
687	241756	109633
688	242124	109289
689	242470	108935
690	242868	108605
691	243190	108240
692	243519	107879
693	243859	107523
694	244259	107193
695	244636	106852
696	245047	106527
697	245384	106169
698	245726	105813
699	246110	105475
700	246419	105106
701	246768	104753
702	247047	104371
703	247419	104028
704	247796	103687
705	248115	103322
706	248449	102964
707	248728	102583
708	249067	102226
709	249494	101906
710	249889	101572
711	250173	101193
712	250499	100832
713	250925	100510
714	251301	100169
715	251675	99826
716	252071	99492
717	252494	99169
718	252866	98825
719	253240	98482
720	253595	98132
721	253945	97779
722	254307	97431
723	254699	97095
724	255015	96730
725	255378	96382
726	255775	96047
727	256125	95695
728	256420	95322
729	256812	94985
730	257219	94653
731	257545	94292
732	257824	93914
733	258159	93556
734	258516	93206
735	258894	92864
736	259206	92498
737	259577	92153
738	259952	91810
739	260329	91467
740	260623	91094
741	260848	90699
742	261217	90353
743	261547	89994
744	261958	89663
745	262294	89306
746	262660	88959
747	263021	88611
748	263362	88256
749	263595	87865
750	263928	87507
751	264261	87150
752	264593	86792
753	264938	86438
754	265319	86096
755	265701	85755
756	266098	85418
757	266458	85069
758	266844	84729
759	267148	84362
760	267497	84010
761	267846	83658
762	268226	83315
763	268607	82972
764	268978	82627
765	269400	82297
766	269768	81950
767	270109	81595
768	270457	81242
769	270842	80900
770	271189	80547
771	271536	80194
772	271893	79844
773	272259	79496
774	272614	79146
775	272960	78792
776	273256	78425
777	273617	78076
778	273979	77727
779	274348	77380
780	274687	77025
781	275043	76674
782	275461	76341
783	275824	75992
784	276120	75625
785	276434	75263
786	276784	74911
787	277127	74557
788	277425	74191
789	277760	73835
790	278056	73468
791	278402	73115
792	278714	72754
793	279015	72389
794	279353	72034
795	279626	71663
796	279969	71309
797	280315	70956
798	280616	70593
799	281006	70251
800	281386	69907
801	281738	69556
802	282034	69191
803	282316	68823
804	282692	68478
805	282989	68114
806	283292	67751
807	283629	67397
808	283941	67036
809	284295	66686
810	284696	66347
811	285061	65999
812	285357	65635
813	285666	65275
814	286041	64929
815	286366	64572
816	286725	64223
817	287138	63886
818	287473	63532
819	287837	63183
820	288200	62835
821	288592	62493
822	288949	62143
823	289301	61792
824	289658	61442
825	289957	61080
826	290284	60724
827	290658	60378
828	290978	60020
829	291351	59674
830	291718	59326
831	292074	58976
832	292348	58610
833	292669	58253
834	293014	57901
835	293301	57537
836	293678	57191
837	294065	56847
838	294412	56496
839	294784	56149
840	295153	55801
841	295496	55449
842	295869	55102
843	296143	54737
844	296459	54380
845	296852	54036
846	297230	53691
847	297599	53343
848	297933	52989
849	298350	52650
850	298712	52301
851	299071	51951
852	299386	51594
853	299703	51237
854	300037	50883
855	300454	50543
856	300852	50200
857	301216	49851
858	301544	49496
859	301936	49152
860	302275	48799
861	302637	48450
862	303049	48108
863	303437	47763
864	303821	47417
865	304167	47065
866	304551	46718
867	304899	46367
868	305122	45996
869	305468	45644
870	305830	45295
871	306194	44945
872	306568	44598
873	306878	44241
874	307231	43890
875	307596	43541
876	307953	43190
877	308323	42842
878	308683	42492
879	309057	42144
880	309391	41790
881	309750	41440
882	310073	41085
883	310444	40737
884	310829	40390
885	311179	40038
886	311497	39683
887	311855	39333
888	312204	38981
889	312505	38624
890	312844	38271
891	313166	37916
892	313538	37568
893	313895	37218
894	314308	36874
895	314668	36524
896	314967	36166
897	315192	35801
898	315536	35449
899	315904	35100
900	316290	34753
901	316587	34396
902	316942	34045
903	317221	33687
904	317614	33340
905	317974	32990
906	318390	32646
907	318798	32301
908	319242	31959
909	319632	31612
910	320018	31264
911	320331	30909
912	320714	30560
913	321088	30211
914	321540	29869
915	321954	29524
916	322354	29177
917	322755	28830
918	323139	28481
919	323528	28132
920	323884	27781
921	324232	27429
922	324649	27083
923	325029	26734
924	325357	26380
925	325665	26025
926	326055	25676
927	326457	25328
928	326794	24975
929	327135	24623
930	327486	24271
931	327799	23916
932	328146	23564
933	328507	23213
934	328861	22862
935	329224	22511
936	329534	22156
937	329869	21803
938	330212	21451
939	330394	21089
940	330787	20740
941	331098	20386
942	331516	20038
943	331881	19687
944	332246	19337
945	332650	18988
946	333046	18639
947	333371	18286
948	333722	17934
949	334091	17583
950	334459	17232
951	334839	16882
952	335209	16531
953	335559	16180
954	335886	15827
955	336263	15476
956	336656	15126
957	337047	14776
958	337327	14421
959	337714	14071
960	338085	13720
961	338448	13369
962	338837	13018
963	339176	12666
964	339642	12318
965	339918	11964
966	340279	11612
967	340687	11262
968	340997	10909
969	341330	10556
970	341662	10204
971	342037	9852
972	342373	9500
973	342721	9148
974	343108	8797
975	343507	8446
976	343883	8095
977	344239	7743
978	344592	7391
979	344910	7038
980	345269	6687
981	345601	6334
982	345974	5983
983	346313	5631
984	346671	5279
985	346987	4926
986	347360	4575
987	347719	4223
988	348097	3871
989	348377	3518
990	348734	3167
991	348982	2814
992	349357	2462
993	349668	2110
994	350009	1758
995	350347	1407
996	350720	1055
997	351093	703
998	351437	351
999	351844	0
